"G1_cell1"	"G1_cell2"	"G1_cell3"	"G1_cell4"	"G1_cell5"	"G1_cell6"	"G1_cell7"	"G1_cell8"	"G1_cell9"	"G1_cell10"	"G1_cell11"	"G1_cell12"	"G1_cell13"	"G1_cell14"	"G1_cell15"	"G1_cell16"	"G1_cell17"	"G1_cell18"	"G1_cell19"	"G1_cell20"	"S_cell1"	"S_cell2"	"S_cell3"	"S_cell4"	"S_cell5"	"S_cell6"	"S_cell7"	"G2M_cell1"	"G2M_cell2"	"G2M_cell3"	"G2M_cell4"	"G2M_cell5"	"G2M_cell6"	"G2M_cell7"	"G2M_cell8"
"Trp53i13"	4.63889055375774	0	0	0.0519831598683407	0.712047209950607	5.20419159217314	0.120816925536613	0	0	0	0	0	0	0	0	0	0	0.175845199847249	0.120816925536613	3.90836139457021	0	3.84408430677884	0.0532445449456626	3.35977415400077	0.0693733129033589	0.0552747989598598	0.586587982872532	0.327045768278566	0.133833233211705	4.36629423443431	0	5.10014087738731	0.0321767502098783	2.92617215196347	3.98456200907291
"Alkbh2"	0.146607001154148	5.10513327721613	0.0442739422280857	0.153226845292246	0.0532601175773668	4.58215854479444	0.140959226718404	0.05452386013501	4.61722794517901	0	0	0.162965351779758	4.84288834633497	0	0.105852236606833	5.11528715757379	2.39335029740374	4.75479666294926	0.140959226718404	5.69499716333079	4.59645813955899	0.458750505822725	0	0	0	0.674840258203914	0.29398839746939	3.02146729033063	3.97973270883868	0.0956444256239519	0.0503091627366773	4.25352795350394	4.89684823033004	2.97866607660597	4.07711479166242
"Gm9493"	9.42211103261883	9.9437074609259	9.48294304553496	9.22427908887849	9.54540856771094	9.33391787590718	9.40056568002045	9.48401725691557	9.56955374976503	9.17642251304224	10.0914486098656	10.0514128890395	9.46032073331014	9.55681257085535	9.77074812336808	9.62209758951209	9.26473580113014	9.36864614080111	9.40056568002045	9.63993756243206	9.19692910853758	9.41570374654348	9.39670538103772	9.2217055285614	8.66592921899435	8.28168434230325	9.06293927945824	8.85774156250568	8.8243828200728	8.78502082116586	9.005211890628	9.13467530481801	9.58747750956029	8.98815351818958	9.13761879129851
"Rps2"	9.61962576014733	10.0211326704292	9.93209661447725	9.91197763610358	9.6182900536278	9.74004550138503	9.80603721718396	10.1058692332169	9.78407532470918	9.67514021519715	10.1882921169854	10.0591957217098	9.923618669449	10.0760673389459	10.0878473318875	10.0494674098531	9.57283473282085	9.79527018271101	9.80603721718396	9.84865579970356	9.71762673318909	9.72148715996491	9.71781520296879	9.86220494913732	9.81775914326434	9.15844811751811	9.85355284345821	9.27309389190761	9.96989011749202	9.39002059394026	9.63486730510797	9.64721375916888	9.32530545508968	9.51778157151737	9.54542980552077
"Gm9294"	9.43726311660601	9.82802061954383	9.15156458276884	9.26363305640794	9.31931761241573	9.1793617570504	9.50657338148174	9.43589315832958	9.37949100553007	9.26372693984497	9.42233182931014	9.25452082183198	9.46090225382341	9.48890859866789	9.60563877984008	9.45611617106092	9.2713836541491	9.46302159023157	9.50657338148174	9.63245544829554	9.48141197062271	8.91500692678033	9.26796176467113	9.10988287758846	8.95015634860702	8.65709689178314	9.47535447112519	8.61392940002541	9.10744464507379	8.93744738767086	8.92012355439037	9.11900594064649	9.40437096892297	8.98947113876551	8.94445731614184
"Cnpy1"	0	0	0	0	3.56048263741644	0.0160459690153322	4.89026670938161	0	0.671853129204732	0.0694789062166767	0	5.68194394730574	0.177935646432831	4.90694830225603	2.89188769500333	0	0.04515328430284	0.0367483512996924	4.89026670938161	0	4.64397737106862	0	0	0	0.0302843735144582	0	4.30264075142857	0.0131004883723395	2.38754176360556	0	0.411378516679966	0.0291625152949204	0.837561432069295	0	3.29557316452249
"Ccdc73"	0.135710714179424	0.0138194108076342	0.101052840779514	0.116167903228508	0.308919996121873	1.64797755934748	0.0879435689735039	0.0981443602819784	0.0370838818884359	0.257544135618569	0.234170192330114	0.123850907858004	0.127310634589891	0.118341384803248	0.232464291322925	0.145964335514918	0.295088216611015	0.11760010090443	0.0879435689735039	0.10324986765664	1.75046501517447	0.227348008020847	0.159440602792731	0.368401832858297	0.174959867478503	0.288017118420978	0.211265188228565	0.101353573813902	0.165823204433901	0.106084415524013	0.208708274715919	0.238868772997003	2.01592925712817	0.187183711011575	0.119130507940907
"Bola3"	0	0	0	0	0	0	0	0	4.40652986759086	0	0	4.54333502509704	4.82419249305287	3.15639661659767	0	0	0	3.66700648591744	0	4.6890810622428	4.16899496492755	0	0.121558548011356	0	0	0	0	2.6568761577951	2.69802729179188	0	0	3.54083322684412	0	2.47451132362047	3.15697577895916
"Naa11"	0	0.561375019828737	0.763751492016703	0.146725595770897	3.23745511441247	0	0	0	4.88402150925891	0.0136777242900855	0.0244056425334804	0.0136942300921776	0.038544063678038	0	0	0.0939841336989237	0	0.648415741672193	0	0	5.5070049052621	0.0763757538138162	5.1929713380908	0.0896769851267113	0.0667505252985044	0	0	0.102054054812811	4.67063075833056	3.65653069278696	0.0836045706952879	0.0130949413047266	3.55245085177084	0	0.88647679139109
"Rpl37a"	6.6617495998107	7.7557555296597	6.65677092556084	6.67886066330671	6.84129386619469	7.00310746215198	6.37544958512258	6.11014605429956	6.89613861863421	6.08631459322179	7.5036111062398	6.58652907791438	7.28898600545911	7.17525511849281	6.30190768163124	6.97189987286353	7.06932623683099	6.39109404843122	6.37544958512258	6.90184437042012	6.24445136944349	6.1867600260865	6.1544049835375	6.76522973263392	6.2238704264051	6.15851880692427	6.34227205252296	5.49631533701531	6.26445010691298	6.4970582362173	6.13459676380117	6.25783661134498	6.67580182023627	6.03660663087407	6.08433644572332
"Hrk"	2.68335510708531	2.94235685590206	0	0	0	0.135243937423095	0.0108359846309801	0	3.20033642054908	0	0	0	0.0703152676450699	0	0.245191393064308	0	3.02565075617815	0	0.0108359846309801	0	0	0	0	0	3.33603053697315	0.0333284105039894	3.6837189085293	0	0	0	0.43435013596079	1.98227626862203	0	0	0
"Rpl14-ps1"	10.9104178773574	11.0836122884896	10.6572916500437	10.6429993351903	10.7912687257311	10.7560558790754	10.8993946893147	10.9627297533439	10.7190379449639	10.8718898406182	11.1188632273657	11.0721661080755	10.8973463242183	11.3706383717769	11.2603726874169	10.9245081994127	11.0166968783625	11.0545704037153	10.8993946893147	11.0748104611605	10.863040202181	10.909795601082	10.9436869515971	10.654976077851	10.07242741186	10.290848273342	10.8666375710862	10.1639137895533	10.8248792071874	10.292505696982	10.5581049695929	10.5511314527741	10.6547076245202	10.4503967898539	10.6130158915536
"Dusp28"	0	0	0.211919279312834	0	0.0600612224049177	3.78976054593962	0.0412439636567457	5.43395091932349	0	4.37939223074078	4.91310482644882	0	5.17725607312493	0.0322108929678081	5.69368766632559	0.063992547190836	0	0	0.0412439636567457	4.65992455840238	0	0	0	0	0.0631482304204039	0	0	0	0	0	0.0287282641989418	0.0306869443414554	3.9468711932994	3.90649620506151	0
"Tyw3"	0	0	0	0	0.0115748703897682	4.42574126339705	0	1.09253897625201	0	0	0	0	0.341070327228117	0	0	0	0	1.23877463330615	0	0	0	0.0127261707347045	0	0	0.0121944610327242	2.12765969037733	6.72312164595063	4.87771480689262	5.36011842148497	4.71879998537782	4.47378691161437	4.05801337655601	4.15491529786538	0.0191707056446156	2.60274666335702
"A430005L14Rik"	4.07017462515406	4.95134999908362	0.367837349847779	5.77984014912503	0	6.2024921661666	6.22669733170894	0.0495850468094624	5.32139419894539	0	0	0	6.54057753906583	4.79757852797639	0.228863009406802	5.94002341372494	5.791754174637	6.12199966304291	6.22669733170894	5.78851084370706	0.322780764171324	6.20430507696962	0.229031655036548	6.55126375465054	0	0.287504210182772	0	6.85708525122187	0.242007319101278	5.54952132078964	4.91773248442697	3.35440984391357	0.338557909601518	5.82445474314507	6.22263263582372
"Rpl9-ps7"	9.44553428814844	9.87610403113333	9.57857271107766	9.51571954709807	9.53462582321485	9.42075607319835	9.59485268668994	9.64028832489443	10.0213547965149	9.54870440781614	9.89643685548842	9.83429564047167	9.45989877945529	9.98477446004684	9.98189545412955	9.66979745725032	9.7278285819066	9.40022623416683	9.59485268668994	9.54093587661238	9.43711327572654	9.51908973350758	9.58208739725217	9.3075469233359	8.82937390950215	8.80778637792675	9.46012820656838	8.82678044383672	9.26029387742954	9.2620126047095	9.24275730345082	9.50352365451729	9.5348572844633	9.24268109751575	9.35129263167152
"Ino80c"	0	0	0	0.734384902795794	2.58933444908944	0.139608322380242	0	0.0204198456865459	2.51234067918098	0	0	0	0	0	0.0202514214430175	0.0690293936046073	0.0272036034755388	0	0	0	0.0776433425347159	3.38785741726417	0.0403639183074492	0.092549124177445	0	0.0825765693871056	1.88286212675378	3.81609790134014	4.12090760937409	3.61866153352739	4.36667890928454	3.44535856789259	2.71995661420459	4.00132486755094	0.0159783400502095
"Rpl29"	6.13589188768028	6.5358725520881	5.93209188877639	5.92735368218545	6.23653279898338	6.08708302300395	6.21926146963157	6.30118155712915	6.05561432565552	6.26444072354891	7.02479615445279	5.87336290095657	6.08338571532626	6.54955212410935	6.50163817875799	6.58880156939142	6.48024088302287	6.21570383190328	6.21926146963157	6.03502339491041	5.69030254703333	5.88468582796224	5.94566154106885	6.34912638930447	6.02813150368652	5.87068528286456	6.61558844279309	5.48969063991318	6.13405661433863	5.78385996587578	5.89842120931309	5.88918877198555	6.11429622120624	5.63192204350773	5.86436198174581
"Cdca2"	1.91537174763034	0.364822291042009	0	1.00799199368423	0.384280840604476	1.87159529438102	0.0165851751935101	1.56969523247377	4.54027530416586	5.75610259447626	0.0238544520744758	0.0438384786018077	2.8090521814575	0	0.0843959104224296	4.66945769494597	0.420803594050829	5.35709449219078	0.0165851751935101	0.120888703557877	5.23540157440248	0.0657109911403437	4.58902637391877	5.16479834345061	3.66154439787014	1.04702878383032	5.33334143478574	3.15290215326956	4.37022706570867	5.23522922885029	5.86510966917154	5.11314204677851	4.75371149369124	5.75262550757396	5.53679892889127
"Fam58b"	0.0707038011339736	6.54730946432676	0.0618526324823594	0.17809122400352	0	5.54706417873271	0.482547840869713	0.649817767051067	5.68486641525625	0.923608639433657	0.322713861122346	0	5.22047700321025	0.153654898910271	5.76690253644941	4.84272746929254	0.444788964652839	6.02032439821257	0.482547840869713	0.939890779292024	4.78925975143968	0.0413998615300717	4.67797046205118	0.044691790954606	0.415866810523215	4.36944554452865	0.321559872125704	5.0880567698785	6.78616505706079	0.254748825144923	0.585338514223517	6.2892590426	0.0717326071206647	3.35241108404904	0.301355860343106
"5133401N09Rik"	0	2.78360123093252	4.31665986426955	0	0	0	0	0	0	0	0	0	0.871572427883375	0.909125617858019	0	0	0	0.339156772785909	0	0	2.35236588232217	0	0	0.869884037104994	0	0	0	0	0.027254003163819	2.8183843085925	0	2.37889444152748	3.05214979880618	0.994240098810749	0
"Snx21"	0	0	0	0	0	0	4.89293982569252	0	6.14795991587213	0.164106597116159	0.148901574395426	0.0178907027003788	0.328304544682666	0	0	0	0.111540039851358	4.22419466397043	4.89293982569252	0.230373961985338	0	0	0	0	0	0	0	4.44246583497662	0	4.10973664755733	5.272900337819	0	0	0	0
"Gm9846"	9.25938548744554	9.89274922642239	9.27916017633895	9.02528631649779	9.31241105332054	8.92790830235823	9.25746799019085	8.85382727304431	9.47902841191166	9.21982678142598	10.1459703455365	9.22150978880477	9.16806282372838	9.95659976854174	9.2921030260828	9.44571429024041	9.11265322354972	9.27731995049735	9.25746799019085	9.05840308933299	8.84517011352789	8.91045085800693	9.00312152058859	8.73773407540765	8.54402550645226	7.17260752175225	8.84778399313912	7.68043688716979	8.85726568882062	8.71023130697357	8.84198569466596	8.86211349132617	9.13654772913767	8.34346112285412	8.69683194129322
"Vamp8"	4.33773963180724	0	0.0492777869772208	6.19593613248891	0	0	0	0	0	4.80805033953479	0	0	0	0	0	0	0	0	0	0	0	0	2.6526195723785	0	0	0.122502434320122	0.44358543521607	2.95556761490233	0	2.63948455490981	3.19853029914047	0	0	3.34958608136592	0.0473502049458695
"Gprc5c"	0	0	0	0	0.0234134899824159	0	0	3.36369674483899	0.198911500460297	0.595994341610036	0	0	3.43257597347803	0	0	0	0.0631516826885134	0.100953030900119	0	0	4.09958977360058	0.0257263656031501	0.035622642973544	4.60682121152931	0	0	0	0	0	0	3.00099872054872	4.38115875814543	0	3.90911063697805	0.00941352180499954
"Commd3"	4.68341574703043	0	5.52933372048508	0	0.344767152754517	0	0.213694420055859	6.83868709735922	0	4.13918295769767	0	0	0.0510746914192206	5.23039133242889	0.565663460319851	0	4.66042097009497	0	0.213694420055859	0	0	0	0	0	0	0	0	0	0	4.06621838124402	5.41821693918141	3.61397947892528	5.49396109627149	0.234804175023649	5.29028431526841
"Gm9858"	7.08020994914456	7.59860341139054	7.07177339338488	6.8460670135759	7.36619105418928	6.93611965341265	7.14331177904509	7.02244549451617	7.2311923745326	7.0256379121028	8.05829484634314	7.57022003262646	7.56837418729809	7.9145286470107	7.66154297275462	7.2693417813363	7.09082168065103	7.06601382382291	7.14331177904509	7.09087459659633	7.22756781266839	7.05447950960616	6.5854433189362	6.36610010954981	6.73688894895625	6.24307494358227	6.61993529138942	6.22838774121871	6.83924158747182	6.75141016006437	6.8624141952022	6.90265247119608	7.09345453916462	6.55115452955634	6.76373024951623
"Fam165b"	3.93723138289073	0.129044515619703	5.17695700409454	4.99139486064869	0.103907545208278	0	0	5.30458405084521	4.53171207273805	0	5.2486259124962	0	5.14424627674168	4.97490095131208	0.104712248447848	4.87519520097206	0.26624683433862	3.79824756245886	0	0.131230181527505	0.116572495144078	3.39751001301492	0.105563033126884	0	0	0	0	4.37483083385167	0	0	0	3.68480751904117	0	0	0
"Tagap1"	0	0.0234063926123781	0	0	0	0	0	0	0.263083697072304	5.01063216079705	0.017663125856476	0.287382456334129	0.666036655134537	0	0.453160384023571	0	0	0.020602188282111	0	0.0934391577726396	3.92015988763191	4.41285602879239	0.0834053743512921	0.0546437421331954	4.82347933914672	0	0	1.34558372621822	2.09224127201182	2.81353700243196	3.32060886864171	0.144414503640997	4.18349445442126	0.788648964222667	3.71708963061072
"Rps10"	8.64842229958794	9.60881478580668	9.47062430590054	8.79800513813153	8.73140049856243	8.84223718642399	9.08607517132342	8.81577073790177	9.06430625316137	9.1338126592735	9.55906920624948	9.24101785326843	9.06760914080763	9.12831402493378	9.25275057259609	9.00627557980791	8.74297630731092	8.5696050132189	9.08607517132342	9.00660659476943	9.42054766685118	8.74656470541724	8.9260528067763	8.74791434901611	8.2936003935672	8.62929104154186	9.0426826366016	8.07271144228799	8.56251338117671	8.38750471457011	8.53346211929867	8.36442798047594	8.78396732201785	8.25344096818295	8.43609519443439
"Rpl18-ps2"	9.73839461951751	10.3420190931598	10.010444185169	9.77965698472634	9.54687710115303	9.69071390145969	10.1390268732397	10.0494674098531	10.0663852355559	9.49365133647499	10.1028680542511	9.72818923355327	9.83721792878482	9.9851303734669	10.3983803007582	10.1152907994667	9.66371463969959	9.66835318047296	10.1390268732397	9.88377964083844	9.66814395058518	10.1677819100215	9.81989167152537	9.49072454766872	9.46489693695278	9.31677026797885	9.84487206877341	9.30599103438659	9.57530854844926	9.46061152286663	9.47002634901115	9.34240362720406	9.87819348872123	9.33742343415532	9.46299705974691
"Gm6792"	0.374520941357945	0.258878272323935	6.05995872612471	5.46235993875156	5.34935819999129	0	0	4.92152202160463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70820931228701	0	0.240714869683199	0	0.836729657117166	0	0.0705319415520811	4.13893730895863	0.0586402602972476
"Tmem179"	4.54353918837311	0.0232513773417009	0	0.206194343482609	4.6794237981126	4.91763702168275	0.0742239943252292	0.0189182702130927	0.0390087912465918	4.65488230383115	0	0.0389543069122917	0.0905201497232576	4.78111312275386	0.0736385999174372	5.16355106123209	0	0	0.0742239943252292	0	0.0208986946959526	0	3.52644446459013	0	0	0	0	0	0	0	0	0	0	2.96899203962752	0.181535135343167
"Gm6543"	6.84130644785578	7.63808107960752	7.14748987359828	6.76511036187958	7.01131672210902	6.91038489595382	7.05510886776266	7.08626363313074	6.92906899623913	6.81346055669168	7.39274673242064	7.33605125241329	7.24404029261882	7.43469494031579	7.61243359646023	7.03586580477743	7.18412157336296	7.23420430511541	7.05510886776266	7.45262837858689	6.6574127799935	6.93967323618226	6.92579771189305	7.15659886451143	6.67969121016225	6.4379001827984	7.19390969944105	6.47156304557211	6.60587800984223	6.28627127330062	6.92247142062558	6.6670547559128	6.50155697636564	6.26493983379561	6.71646967467752
"Zfp771"	0.1039739945141	0	0.542198607029924	3.97978757424643	4.98688872041595	0.302035895175604	0.0998071439789194	4.12481612016655	4.62278396615612	4.11878330176162	5.502473820156	0.25681019643851	0.729995571261372	0.689817095726843	0	4.94186221282402	0	0.431799441731662	0.0998071439789194	6.1621516150072	0.123007530980239	4.53451610928125	0.180926935288876	5.72592652490983	6.46012329065562	0	3.47938579263674	4.52630047586394	0.0962134025236423	4.60275378843964	0.532757805511524	4.21782008411665	4.56545094935199	0.334682679935721	0.143697730593085
"Msra"	4.74049047729294	0.116925621788716	0	0.23206882344951	5.71248848220344	4.11648952312328	4.06400331193828	0	0	0	0	0	0	0	0.10614942428691	4.01347119287513	0.629904914864635	0	4.06400331193828	0	4.14898289834745	0	0.237500086598793	0.442265170240899	5.00229296365982	0	0	0	0.149633975265452	4.29905412270833	5.52910254288653	4.08838756694028	5.0469973639366	3.13851797181292	4.78484943457416
"Fam72a"	0	0	0	0	0.0595118610660282	0.0223159638565205	0	0	0	0	0	0	0	0.103819075625	0	0.144056814429872	0	1.13567276301564	0	0.346184220335041	2.76122781976024	0.0438726263860322	0.0802304532266935	5.69653917342254	0.0420405202295596	0	0	2.69640340910755	4.04149707887846	3.44397125717881	4.08739494812151	0.0203746120523887	3.27502195129728	3.42160572264627	4.33168372207416
"Sertad3"	0	0	0.527073339038419	0	0.0682626026277686	4.33926568213341	0	5.67799300557016	0	0	0	0	0.256455164246679	5.98669080004526	0.0691744795161813	0.499059571425567	0.220743509457532	0	0	0	0	0	0	0	0.140084948554842	5.06625713622409	0	0.0619795082332698	3.7484719673022	0.0624082878029543	0.242818322451285	4.50743312845872	0	3.92417591499655	0
"Mettl4"	3.052075005004	0	0.0169774708019301	0	0.283218916806324	4.41452119258352	0.439981572827117	4.93638824282524	0.33427078210061	0	0.219967068345576	0	5.18770441400355	5.80777736375078	0.020817783643623	0.146827240540791	0	0	0.439981572827117	0	0	0	0.0414859346122053	0	0	0	4.66394798834007	0	0.0358583814017953	3.86326450688932	4.39615263735171	0	0	0.207276920478568	0.948712969693914
"Tmem150a"	0	0	0.00496131301774875	0.70376517879341	5.85336695012956	0.105247216242114	0	0.0371395617290472	3.86320502616557	0	0.0701830764578965	6.13313810142045	0	0	0.159919762092908	0	0	4.48348690202974	0	0	0	0	0.0311872468671538	0	0	0	5.86747149807502	0.0550359630851343	0	0.803899035244058	4.09269795221686	0.785234149402673	6.49542814980482	0.119630279658727	0.185508839429889
"Ttc26"	0.296970665868984	0.0216897912564633	4.15882172229711	0.0171180495160726	5.28591631856193	3.93968733893391	0	0	0.0542664205131503	5.40338703292183	0.0325477624830035	0.594852343405636	3.82871281223002	0.0183296521703585	0	0.0184293624182309	0	0	0	0	0	0	0	0	0.0713081007122513	4.59708417343337	0.0865120465742818	0.0308942598060825	3.44417672161401	3.40128640668355	3.50029217673417	0.0518160145512005	3.84583123933684	0.0702576931387145	4.91177785341486
"Gm16415"	4.9059429146757	4.79445745695899	4.79266797720268	4.654550108647	5.09947195311277	4.4093909361377	4.20407809844905	4.44253218622234	4.52003244819141	4.61303063015169	5.12236211671144	4.86836081848017	4.97871732225772	4.84107241099808	5.14979588583678	4.98839384648927	5.06700619461632	4.52087478775252	4.20407809844905	5.0325989984099	4.48146040894422	4.37590131449698	4.42346388026801	4.61216374461758	4.18314505475421	3.8097025428657	4.3079821806748	4.16409436507378	4.40415379401488	4.33500439331371	4.195520837325	4.15857131681247	4.66325921657942	4.28600876310215	4.00744669508912
"Sipa1"	0	0	0	0.0587762835248601	0.0822334668879613	0.116093893221267	2.8878878485244	0.130018060032215	2.90390594065048	0	0	0.0127691566408422	0	0	0	0	0.0326865501562011	0	2.8878878485244	4.40895636489255	3.47221480333559	0	0.0122603793616368	0.0563848666794841	0.0126809669414967	0.0127230389769168	4.37321666058083	2.96964231260055	3.20617277119494	2.30071239978806	0.983618599531603	3.83413475065417	0.0116213968617822	3.94498959394098	3.0048914514304
"Gm7536"	10.5511699138728	10.9775446795449	10.3322603781722	10.347255942888	10.5192824150311	10.3399279241235	10.8533797388607	10.8052037678926	10.7730402756678	10.611172380044	11.593017561153	10.9830220861723	10.5187908296125	10.8482317010938	10.5511506834516	10.8189575808326	10.7230123963924	10.2746926346413	10.8533797388607	10.8377382990622	10.4921035424792	10.9566883322634	10.6216581370242	10.5935498572026	10.5396628906566	9.44995129526096	10.6582382652082	9.81452318682445	10.5563431914577	10.039385184221	10.3610993966088	9.88551640649681	10.3235164389737	10.1056204644742	10.2789140194999
"Gm6139"	8.7164731043701	9.18333266907237	9.02426703564765	9.03965112207644	8.75552855751322	8.82705683650015	9.02410909347769	9.2107224763746	8.87369940695885	8.73155323779661	9.34747520940308	9.20339450130724	9.13179523971461	9.17735475230135	9.20585432748785	9.18543793384361	8.75979832398489	8.98188118732403	9.02410909347769	9.00628680189779	8.90905301675914	8.91085256176094	8.90137075775998	9.00418956112749	8.94402971209484	8.29801214699538	9.01626787212378	8.45765995097763	9.03752499078772	8.55119683603175	8.74938677271865	8.75906592893545	8.38750902264637	8.63895352599499	8.6194020054575
"Rpl21-ps12"	5.11797341606414	5.001248292696	4.82041896605056	4.78460867398153	5.23877539745175	4.53138146051631	4.52605002645361	4.57870931238091	4.60034112517896	4.70523701747191	5.31144498798621	5.07014026975073	5.18112243340401	5.05697796136768	5.32203629295805	5.09319675242349	5.15985923019578	4.67512715647122	4.52605002645361	5.22467702548514	4.75524545985478	4.70852938019242	4.61343735604277	4.78593236030556	4.43496176018725	4.07496776453323	4.59554543217335	4.51730719275742	4.61544572530479	4.46639872418685	4.53672434338374	4.44874901097442	4.90505720845917	4.41621146543446	4.30432850305588
"Gm6807"	8.17122684691513	8.60916026561602	8.02932036025378	8.14820708445465	7.97717114477298	8.04535013447236	7.99089247836652	8.23440551580872	8.20898051308311	7.94558429477754	8.28112792051139	8.42322098243446	8.16187760765568	8.73409312585395	8.62137791617858	8.47529569303533	8.16573108838955	8.07584278581671	7.99089247836652	8.58644951337289	7.95755480838807	8.23578927663452	7.95861071205585	8.09467417548076	8.07513147023802	7.85340937085077	8.04199856936396	7.64507475231408	8.11916939487762	8.01068474483264	7.97301997999508	8.00251688407518	7.89274922642239	7.89402345623969	7.79729188921365
"Gm5621"	7.11501242829007	7.11720672078659	7.02512848588251	6.84567821628702	7.10783430714446	6.6784804230126	7.28089137625023	6.71179773069543	6.91642887228781	7.4347449728007	7.48219485750918	7.22514958335081	7.23960807558671	7.40680874847866	7.11010219484818	7.24243101851381	7.16379054258616	7.00361347958403	7.28089137625023	7.65389838296372	6.80139149697627	7.02364347910317	6.74789757015612	6.88958305469853	6.87979152176076	5.90513665539926	6.95455693907039	6.70946985849293	6.66914018047301	6.48145395059532	6.17394291745187	6.76631687813329	6.97131362406888	6.55990932673167	6.52407935170735
"Gm10260"	10.1124004088252	10.4075120880761	10.0684424160258	10.3417856554541	9.9904302001836	9.90569386475719	10.1511561068592	10.1218701932327	9.92498911903938	10.180928565875	10.9233126275153	10.2886930787773	10.0186313925335	10.3131437963721	10.3071552616171	10.1616987696457	10.18476379001	9.83453425539226	10.1511561068592	10.35803575416	9.97498811199193	10.216673115435	9.70272333299532	9.61058749481675	9.63484734393006	9.22697808068049	9.87516416962629	9.46045794413649	9.65140155613231	9.50475742603549	9.69865605528814	9.88407586299531	10.0698793567086	9.43906622957695	9.64511078878883
"Gm3167"	3.94956294624098	3.91620910002128	3.71667269843386	3.54196081158699	4.03185390601321	3.45187047886432	4.11278352311619	3.87801902283639	3.61735726159132	3.62359767721886	4.4021491319661	3.90310577431761	3.86270925807632	4.38653507018475	4.22500493921829	3.97291317651878	3.87221806994275	4.09826794958302	4.11278352311619	3.87797977277066	3.98289320980917	3.5778880002891	3.45645003027584	3.20488879561503	2.5421763153721	2.85575653576138	3.24157937685047	3.22612622662724	3.56218135647187	3.45399949450475	3.41044015758869	3.47766437692333	3.79943964545521	3.31900078420679	3.28259844825625
"Rpl32"	10.5482728479344	11.1324033325301	11.0690804869117	10.7543196632134	10.5795139409583	10.4719495035703	10.5185941485345	10.7934976432379	10.5717810800506	10.6304400560234	11.314164025802	10.7377205572809	10.4037044362489	11.076481601207	10.8973690157735	10.9384695873353	10.2214179511242	10.5510545275006	10.5185941485345	10.887654729754	10.800633009	10.5253739873393	10.6847749147453	10.5168720443841	10.0732043434985	9.61149700893226	10.1515113098607	9.79082415740612	10.3736373371451	10.1085113888291	10.0372174712322	10.2547333892467	10.4706893746904	9.9700627385698	10.2237604006729
"1700084J12Rik"	0.404821396168681	0	0	0.679694925433186	0.658502163658751	0.614624104262197	0.124603147347726	0.0242117212795217	0.376033609675508	1.10369904903507	0	0.268325393818582	0	0	0	0	0.50654405856532	0	0.124603147347726	0.801288637682231	0	0.284739166643385	0.0477391097264736	0.109143353089296	0.442678148222288	0.210715522448972	1.14735880420651	1.11622500547744	0.994294415280328	0.042834956654815	0.321600277332588	0	0.15572851159498	1.15258582453781	0.507521675500035
"Rpl10-ps3"	10.1042318089814	10.1503819688178	9.9953714505722	9.86882718373562	10.089185620634	9.69323428950429	10.2875046165043	9.78132528516403	9.92163567307532	10.4679111734378	10.5382083360247	10.2178850161824	10.2057566013015	10.4280146383219	10.1290511366082	10.1763103046054	10.165736112322	9.95055589704751	10.2875046165043	10.6021884967659	9.77520037533932	10.0078962674403	9.6969518824683	9.88200408741269	9.89408865440024	8.94192205769784	9.91898246334308	9.64958133116252	9.6902477141976	9.45169742418664	9.13068123810832	9.73506009158869	9.96433220293132	9.53668432977749	9.4789778701619
"Rps12-ps2"	4.56321305429541	4.81633858479648	4.14679368552718	4.49447321463951	4.44071970081398	4.39485707738292	4.68677503332619	4.16146851454998	4.37501857295459	4.49447961496887	5.29211913507683	4.61921343767602	4.55527627019764	4.59083552384919	4.71885477091871	4.48902263929463	4.65782861782395	4.18651640438348	4.68677503332619	4.61394412929406	4.54400308839647	4.38900917395691	4.24522182292776	4.16718930370442	3.84480743199721	3.17403403114658	4.05684360619195	3.72966152587529	4.30221667665993	3.88503740229685	3.85837892508207	4.13196805156464	4.37514371878532	3.72901975034994	3.9691597017789
"Rpl23a"	8.21982678142598	8.74597341905017	7.96408089931872	7.70200641080942	8.29232623469276	8.07408792947578	8.24125387426732	8.34543186037008	8.43793096789846	8.16729770713168	9.2173470579038	8.5946642411715	8.07057716657936	8.69874980453722	8.63280258268058	8.33175447334775	8.08608313499654	8.21905716721881	8.24125387426732	8.24267871601541	8.14195895003254	7.94794662759511	8.14805451625763	7.85465648160232	7.97960239513227	7.47015450349574	8.1897059763321	7.27142567609293	7.97313481362159	7.73551540787825	8.05218219375542	7.98346679228695	8.38229978900958	7.76810490818521	7.78880967058176
"Gm10045"	6.72650428534528	6.66922523584485	6.47472481295271	6.34484092172899	6.89863161642283	6.15686983227224	6.15263976754731	6.23518709680586	6.30227883334456	6.35643436285218	6.99759726557848	6.76810490818521	6.74672928179981	6.68097128638393	6.9442728176116	6.76737671898088	6.78539361480915	6.24565347748041	6.15263976754731	6.85389587228504	6.38191839237232	6.27410694535366	6.23457221198411	6.36801398411611	6.00570987338129	5.60449540892839	6.18074660495614	6.09588223531627	6.26276951172393	6.05849833644658	6.07207149103462	5.94241597645981	6.48394311567592	5.98714120009511	5.87546062996353
