"G1_cell1"	"G1_cell2"	"G1_cell3"	"G1_cell4"	"G1_cell5"	"G1_cell6"	"G1_cell7"	"G1_cell8"	"G1_cell9"	"G1_cell10"	"G1_cell11"	"G1_cell12"	"G1_cell13"	"G1_cell14"	"G1_cell15"	"G1_cell16"	"G1_cell17"	"G1_cell18"	"G1_cell19"	"G1_cell20"	"S_cell1"	"S_cell2"	"S_cell3"	"S_cell4"	"S_cell5"	"S_cell6"	"S_cell7"	"G2M_cell1"	"G2M_cell2"	"G2M_cell3"	"G2M_cell4"	"G2M_cell5"	"G2M_cell6"	"G2M_cell7"	"G2M_cell8"
"Gm10243"	8.18711944152327	8.21230668841936	8.10107222690435	7.96704176655528	8.18682736141407	7.73877459097465	8.44580117976465	8.29519036313147	7.78925975143968	7.83259258584576	8.69536402722504	8.16294513677438	8.11168864082699	8.56753403964823	8.41859054722459	8.17652723304332	8.06910600387827	7.98664984761283	8.44580117976465	8.0641661103247	8.17229748520911	7.93527114789118	7.62502202981572	7.31981660898937	6.60459177455878	7.04062946104854	7.51996642318874	7.23313070721477	7.66788503092168	7.73306957006827	7.54550510069107	7.62037380252974	8.00848464797459	7.48574882137778	7.37920505996061
"Gm8225"	7.04246924243396	7.4600380788394	7.41726181705726	7.36230330641951	7.0929790769315	7.14556537707496	7.34695688937888	7.61462887426425	7.16706683818259	7.05272019141136	7.62634421942758	7.52376580073715	7.51578655505187	7.5438747576485	7.55318384225364	7.54760406044813	7.09205940538998	7.27859813410626	7.34695688937888	7.34056226902641	7.21672646048452	7.2628089671208	7.19634147123645	7.39362212815705	7.29709968583679	6.60807588342472	7.35006401992972	6.83123122713204	7.36694287676681	6.90595253893048	7.09037711006791	7.10189165350501	6.734655433479	7.00824932455552	7.00605111967726
"Gm10247"	6.21896129971592	6.27705115546039	6.15116676422176	6.00728521845538	6.22239886192493	5.73862464086026	6.45256907905401	6.30126571118411	5.81885567247595	5.84984917936046	6.72272557693418	6.1219727342794	6.15444954198056	6.64225246454988	6.45387639757393	6.25743121718564	6.13740105597469	6.04171390183327	6.45256907905401	6.10759581506986	6.20818947921613	5.98750505703696	5.6560672737256	5.33863121239944	4.67479959084078	5.04544297076117	5.53823705342473	5.33344878029668	5.74650625949057	5.74475043453633	5.66059210694354	5.68602982367232	6.07238667838388	5.4891671848809	5.44400771268166
"Rpl32-ps"	4.18629453419639	4.75817523515619	4.62151272201967	4.44961419543266	4.24500119187474	4.0429594548209	4.18773608087232	4.38576233581122	4.32757958910664	4.52022107440806	4.98685687299395	4.38092334609686	4.30306470157866	4.76847548155016	4.43033880426815	4.25638420771277	3.95131735739457	4.34741054032015	4.18773608087232	4.58080877863789	4.59698283399699	4.32252668912962	4.47090774036474	4.3207012826335	3.7553362708158	3.33538892539782	3.76295468411346	3.60680936980495	4.05361532258983	3.54836263843787	3.76748530868817	3.89638811235955	4.13195159418502	3.79806088636964	3.99712979038968
"Gm10259"	5.14759162733755	3.02583853236117	4.35672837775691	4.21622979026656	5.36555607093897	4.35006578846826	1.56652293301721	3.45964144992861	0.434614884730714	5.9643662844181	5.55553090016455	5.12672924878857	6.04426077319995	2.02928325092284	5.73862193891345	6.99246255062106	6.54976464909192	3.42209976056688	1.56652293301721	0.0799925743073231	6.80183120502853	4.76226907716345	7.08301120655018	5.6834915433777	6.68355610749568	7.34555605092306	5.38584859900854	7.41040894985104	6.53867162537114	8.03092641186502	8.14696063843428	7.83922898779024	8.48961518418599	8.03845813096335	8.16641920419939
"Gpr98"	0	0	0	0	0	0	0	0	0	0	0	0.251133716788579	5.25716151983692	3.56905355070524	0.0567714826398435	0.297290038939278	0	0	0	0	0.181728484153256	0.309648857567144	0.0287793177537849	0	0	0.248874825208417	0	0.0304250741939563	0.0248290010693771	3.96675345012643	5.64455140125192	0	0.670198592613403	3.85903526964199	4.30930717684418
"Gm3511"	6.37670712640698	7.28636369509969	6.66624531014182	6.32711606454253	6.51602460520064	6.38754176360556	6.74490109444186	6.84798438310614	6.68357014279116	6.10813759537405	7.08992181249924	6.95173931086548	6.14015286151415	6.91670354054964	6.862860485401	6.75931565083873	6.80806321447547	6.36187887292407	6.74490109444186	6.16580343132852	6.46174299643398	6.57411513549708	6.31768936758338	5.84434296611428	6.33319829501219	5.59313860571707	5.7479351545315	5.39271926042965	6.32904284617498	6.23031062726926	6.26588504310085	5.90600065924138	6.89630818217392	5.6927396291484	5.93630107454936
"Zfp748"	0	0	0	0	0	0	0	0	0	0	0	0	3.76443108693754	0.195326178236834	0	3.44189508825934	0.0253842137512528	0.725965340218931	0	0.487146730658967	3.62078579354926	0	0.00950559484028158	2.41807387987794	0.0195994456564927	0	0	2.87203875390761	3.03637321277912	0.0254358110239679	1.92634866034382	0.410700376699469	0	0	0
"Rps2-ps10"	9.30848010698361	9.73800610078658	9.63705410274663	9.62940033744877	9.34452672065783	9.45289396117247	9.55451594769261	9.79049023396602	9.47215264712353	9.34017724381011	9.92137979589576	9.77936479265973	9.65200599459314	9.76526620506111	9.7927691497994	9.74252502413764	9.29119833248178	9.51708274347056	9.55451594769261	9.56368058554923	9.4423961628842	9.45253366289265	9.44805021049345	9.54957484113626	9.5003180732347	8.86578893646751	9.56672384130851	8.98909642088954	9.64234236940221	9.09417271826276	9.31873259578353	9.33043963452307	8.99452315570393	9.20708022859775	9.20569307573033
"Rpl17-ps3"	9.22351667344806	9.60344460588669	9.54015904311215	9.19569946826144	9.78654735647152	8.93693528019423	9.78834150275242	9.4092296847395	9.40941851680867	9.40858237605585	9.84411099101574	9.56837988798639	9.23348546632741	9.67159590754112	9.52959257980847	9.28113023938081	9.2025205716429	8.78265100329732	9.78834150275242	9.34873700509375	9.19764673400519	9.0092407848071	9.05379015595211	8.63146811235315	8.54271849320828	8.3983888521905	8.65978544690289	8.32002879956986	8.73144123060603	8.72532876267609	8.8418693648993	8.8386933995805	9.35837428235278	8.66061278460477	9.04183708217808
"Gm3699"	7.73759212875896	7.65651067158334	7.57102447699181	7.37723656374839	7.74554660160653	7.48645695576873	8.01985200206568	7.92237627095138	7.86540541865206	7.44349890942677	9.00296405827295	7.34017946968468	7.82695518098708	8.15561769731464	7.92187663218031	8.13669895597344	7.84962402992454	7.65206337618046	8.01985200206568	7.76715156793737	7.73972661315892	7.59460826251329	7.34608817509584	7.63682759853118	7.13188782006572	7.36950138151217	7.58072588353647	7.16378048114441	7.74432931046489	7.05807833599653	7.58389511275398	7.33306587807636	7.22969366010673	7.29263452793675	7.28467143824365
"Gm10279"	9.35141411015557	9.63955596621005	9.074628524306	9.29887822182832	9.34034862610465	9.23299405374413	9.40828727671226	8.98738624509478	9.19801523848763	9.23921184948223	10.1090601407984	9.36769212393054	9.32361776329158	9.3933218071247	9.49440760962642	9.28153134770239	9.25239105779619	8.90673730111651	9.40828727671226	9.32152678952	9.22607737161741	9.16372765742396	8.95606536711933	8.71662743209827	8.60069347105297	7.87535004048504	8.76843247345298	8.46362654352305	9.05934716503003	8.61146012296439	8.4835376891297	8.90599163680534	9.19470269079306	8.37877603531254	8.70677227073268
"Gm10159"	9.16926110880628	9.72347494334939	9.31382176257193	9.06874603862987	9.64215822091906	9.2530839897973	9.20243486376232	9.13996824125847	9.41891726953235	9.36941413527571	10.0512089409148	9.39404247260174	9.49936756634913	9.9728505837102	9.69624947642528	9.45782203413945	9.49162264746736	9.12129779745804	9.20243486376232	9.40393871605469	9.21585571964535	9.22506038784982	8.74364960181566	8.05825695937796	8.31773820098194	8.22145178673932	8.46490102001536	8.59958187675629	8.94496383364137	8.87232089566335	8.77850428805787	8.83365861398568	8.87477237988411	8.75251445553955	8.81565547674839
"Gm8054"	5.44170589562875	5.40789315065093	5.16184738306989	5.05660953825884	5.67126789294856	4.88154716311114	4.78321566120527	4.89558376434234	5.05284623861852	5.05118500911145	5.68844895019268	5.54467393321701	5.51759065774328	5.43488838964176	5.73395895261493	5.45456744750477	5.53651921335343	4.94800271521245	4.78321566120527	5.64716194194881	5.03506519707604	4.92724700001161	4.94854478312522	5.00402490958913	4.80625702568438	4.37268052261029	4.76689723744005	4.76932214912097	5.03276207381379	4.74255062307915	4.89810675068883	4.72656967760992	5.23174343299617	4.75116375338386	4.64552874612691
"Gm13268"	8.28604019289648	8.57235916830764	8.29959268577814	8.19465837358389	8.49220971852302	7.97777791083069	8.20593494660837	8.21802553079693	8.21677010496703	8.32525147951885	9.32698218961762	8.54470174953815	7.97416790515094	8.60041472351572	8.41115079891619	8.49287864820573	8.3146648077659	7.99012098670741	8.20593494660837	8.47738995786752	8.27637569155706	8.24312160745473	7.85722835875513	8.43135970067573	7.78113673433314	7.70655127282748	8.09630929825348	7.44035427232892	7.57684710072604	7.6275922476934	7.88418273234809	8.04045960103779	7.98003101432375	7.72858040462843	7.64095345451534
"Rpl35a-ps6"	8.18494474924757	8.20996016945326	8.100110382871	7.96446794644329	8.18428029441938	7.73676720995886	8.44317563499404	8.29402792755446	7.79030287721513	7.83006513635085	8.69443798635195	8.16427340929008	8.11077038474323	8.56711568417361	8.41664132392988	8.17447133674795	8.06855258736588	7.98556873811205	8.44317563499404	8.05683818838209	8.16884257420067	7.9327108238194	7.62676764826417	7.32019582126613	6.60200100708453	7.04044316191085	7.52122352321568	7.23241133316219	7.66574805689399	7.73144801916816	7.54370466316229	7.61848828603008	8.01145650269935	7.48653740359714	7.37422225216083
"Gm13004"	5.16087179643568	5.73853817605241	5.0919578884684	4.96337239189166	5.50878040918352	5.09314603485522	5.33037912758063	5.12999594431335	5.43117831650029	5.27626215280514	6.12552092595092	5.76838814068779	5.76445762711846	5.95197471192971	5.78326543482928	5.40657748521744	5.30958730862556	5.22399009399077	5.33037912758063	5.34828200040459	5.45136279293696	5.23493044777919	4.68837621157017	4.64970167332242	4.93325630591397	4.40121403443445	4.78349332370281	4.5141538286446	5.07595613605046	4.86695247456241	5.00495974587785	5.07293326867258	5.26847930866304	4.75310708012696	4.93753742915906
"Gm14059"	7.58771002024451	7.91583158690411	7.31902174562171	7.52151407172112	7.59578708738591	7.48917360879306	7.63768269213252	7.18021749529877	7.42748046780737	7.49769219381265	8.3233070128301	7.55434326566276	7.56715752518069	7.64870270888442	7.70873904135958	7.53862351849213	7.54278425884824	7.1394694950388	7.63768269213252	7.5795874781494	7.47784729396593	7.42893797255948	7.22497600865147	7.00681414168101	6.89564192502181	6.08090065002491	6.99072800371897	6.67859309725169	7.29106937320694	6.8616824764836	6.77657778819667	7.17070624968716	7.4463389508575	6.63004865624019	6.96305790190894
"1700106N22Rik"	0	0	3.39361663713355	0	0.239272159252074	0.222377994313904	0.058005962332563	3.59118870229658	0.92032684200434	0	0	0	0.653810298633912	0	0.765982760899373	0.106988645529722	4.49639204109321	0	0.058005962332563	0	0	0	0	0.514926157120397	2.18318476352366	0.326887050005896	0.0367442727026995	0	0	0.468700083262117	0	3.62641577302569	0.081189895754489	2.67391592231706	0.56519745496684
"Gm9104"	6.74495489773828	6.63814046613597	6.40654687406649	6.35646781667064	6.86805702899161	6.14218263722226	6.1347404957479	6.15597382688363	6.26760133957894	6.36948393268696	7.0854034099982	6.68998399851845	6.69618860831666	6.62656032967197	6.97173896554228	6.70716583941436	6.73431672019302	6.204999487724	6.1347404957479	6.89160145654469	6.30387205510039	6.28352919920276	6.13162446481416	6.4526382616054	6.01444456589816	5.58781201310714	6.08850417602702	6.01227143340457	6.31375738081196	6.0468162498203	6.07198142485718	5.97401298857468	6.4428638966851	5.9297909977186	5.84268976114056
"Rpl9-ps4"	9.49446761432803	9.91778081003295	9.61172383690223	9.58706677413562	9.57360364092281	9.46089406502088	9.60053923740468	9.68315253434595	10.0553366711374	9.58616612287473	9.94078487396257	9.86685235568913	9.50425490573819	9.9986468390058	9.98744877891562	9.65571674995176	9.74242902406134	9.42394157209025	9.60053923740468	9.56533631873607	9.48682898937605	9.54538153731897	9.58653958611069	9.28911976321779	8.85009930419696	8.82308058341565	9.4792568385343	8.82946588079766	9.26681230287633	9.27488361951037	9.24058385531234	9.52689824807393	9.54812446940476	9.25614498676764	9.3824467857354
"Gm5451"	8.10367072754677	8.50744581461479	8.11619318522855	8.14129483397754	8.16569592037276	8.01750440110941	8.23179718352995	8.25554322026938	8.66381424434593	8.16022944389596	8.42453584021266	8.43848831419923	8.09953191652769	8.62919631172444	8.56279954805321	8.23600462175199	8.38017531174203	8.0091623890325	8.23179718352995	8.17576409892528	8.07821486677679	8.12952001166336	8.16992500144231	7.89800272236458	7.52771157155004	7.42851092541248	8.08118514820094	7.44129257279522	7.93485260377211	7.87630820111756	7.88127918033864	8.1941707944127	8.15960900474005	7.84656853272331	7.97591673435394
"Rps8-ps1"	7.93372015761664	7.931180720768	7.95488840528007	8.07096886573168	7.94666068844152	7.79624082560133	8.31047645757726	7.98169855975175	7.96685725067863	7.66785665333859	8.55918204103441	7.75707659962745	8.087526488157	8.15401301248147	8.17455622539507	7.92696010436917	7.79794679464519	7.80006509494098	8.31047645757726	8.35070939252101	8.05113279288983	7.97940804580855	8.09565547151358	7.80429238744274	7.73277117871924	7.65661077482308	7.74371691398719	7.64875303298957	8.00391700487339	7.28597548375007	7.71002806366841	7.70677227073268	7.96001351993352	7.48466180277987	7.74450423315168
"Rps15-ps2"	6.0423400962735	6.08439385233163	5.80895388140622	6.44517545835555	5.37643278409184	6.75246762380593	5.57493405777804	6.2596020468245	7.0945527860391	5.51469038704007	8.14121307548434	7.55754028589771	6.84436054322125	8.23326974482941	6.87962000570611	6.9141219845027	7.26138977325015	6.55767353288914	5.57493405777804	6.23234992996248	5.72741678442214	5.78839338388519	5.4462959365461	6.5530593984191	5.11909882643369	5.11763686830974	4.67895077964828	5.61141438305445	5.99757242771225	5.10948175407076	5.13203387920583	4.38850642676299	6.16147456110548	5.50642422192425	5.13153598312066
"Gm10335"	9.30690244671971	9.81914764144973	9.14273506746257	8.81924665470827	9.38314481571879	9.20168041477617	9.33421517403451	9.47194747199035	9.5655743289402	9.26361193179262	10.350817663064	9.69723344430555	9.17037577321317	9.82038003200375	9.75826986000168	9.41971795323766	9.18950090434145	9.31099214921232	9.33421517403451	9.33351989229937	9.2191975677209	9.02946668982994	9.22128260072775	8.93925008951577	9.04683207093557	8.57792726481707	9.3001122818282	8.39196099872935	9.07160716111185	8.83073385258856	9.11385413983863	9.03837581933927	9.40312070108732	8.85471569255183	8.86148398030431
"Gm16382"	4.46716207735249	4.83441795530145	4.2450088004038	4.16601642002991	4.66088869606595	4.18883607303053	4.58444544235301	4.26682401280672	4.70236941883786	4.49131438961623	5.26504301174388	4.92073156898386	5.05531714654325	5.23394556441092	4.99140846676479	4.52422669712555	4.62397803215474	4.57442853035194	4.58444544235301	4.51095559165367	4.70455108401828	4.48339660943734	4.069367056807	3.7149158715959	4.13609292785193	3.51856031668641	4.03909451565331	3.64699208356727	4.15905593324895	4.15824814872688	4.24113086207971	4.30335700842305	4.49349362958305	3.95630761490086	4.10526740108771
"Gm10362"	7.44843021491549	7.80344016958204	7.71337276673534	7.4064941533395	7.9957219334784	7.17047592559369	8.02152969673968	7.61779068093428	7.58142657389068	7.63346753884266	8.04164272617323	7.77400291635635	7.4771754051403	7.85713502936527	7.72458206403889	7.55567813554138	7.51510844862998	6.96662657264181	8.02152969673968	7.60464217863227	7.44233810023683	7.24724396967738	7.29937288839956	6.92663994683932	6.76809167166155	6.6238551592173	6.84775894243604	6.54902067464316	6.9413058887404	6.97460961293106	7.0732418399583	7.09187963096565	7.60289182997012	6.850086798985	7.24297399208142
"Gm13826"	9.70960253793125	10.2935866000386	10.29956292351	9.6048719395979	10.0320595061873	9.20979206676387	10.0620191459799	9.98198105200001	10.4281193544501	9.64867574882027	10.5127108383712	10.1008594150305	10.0259977243912	10.2948619436638	10.2140519303118	9.70261425912022	10.0008873226541	10.0189373370016	10.0620191459799	9.83180283764596	9.72317626762752	9.49437360585431	9.32145688784461	9.32503555703934	9.14014467939928	9.79646959444909	9.84325213880069	9.87902873158837	9.75053281403529	9.03872423974541	9.45301952971277	9.42399407913238	9.63713744734752	9.90558857710412	9.46643951181286
"Rpl21-ps4"	3.28814590774393	3.30558682103036	2.95817452026974	2.89012367961467	3.49268641275173	2.66576112974435	2.72422896946286	2.88483428090958	2.88464480537513	3.0715224289064	3.61608710748416	3.36748289813887	3.36735568800315	3.21582301417897	3.52381283772722	3.47027654480301	3.49090381134815	2.8543727339393	2.72422896946286	3.48074335565375	3.05491097506603	2.86670624382807	2.93413336753359	2.99727433995868	2.7729476700561	2.27870740111384	2.68070242394327	2.79156821914666	2.80273296313994	2.60708170487719	2.79694239822283	2.77296455585292	2.96217696506977	2.62542948103946	2.6772105394207
"Gm10420"	7.58387255378349	8.00665147230736	7.83192156488441	7.90284538355057	7.5924719873983	7.68957173704519	7.84417848423553	8.02272289426108	7.71555022304441	7.61177731147249	8.17134695806364	8.02840891751681	7.93567778572569	7.98436149044871	8.04568322518351	8.0249346351854	7.61033833919157	7.83527987016201	7.84417848423553	7.87319800281828	7.7378084228407	7.71526878117552	7.72519581722666	7.84227490640676	7.76277401312463	7.11906561655976	7.81461450763909	7.26981863268453	7.92404048491851	7.37516109929216	7.63232638751383	7.62137058941327	7.24333586096313	7.48183171538937	7.48823380769482
"BC023829"	0.0341008868953801	0	3.65901117119815	4.45192980711834	0.892014807489912	5.28555387883071	0.0958276296318406	0.0184604136310627	0.0191618789805195	5.93595234876881	0.0340425533637514	0.142342853558452	5.58925713679602	0.111408634661525	5.25921975048477	4.93400689208657	5.94989906250807	5.97726160344657	0.0958276296318406	5.8483249821838	0.0769068323376459	0.320920164660587	0.12711024924305	6.55876967315142	0.383925983976189	0.197055141544503	5.95827661953056	4.21501843978726	3.55075294086895	4.27112682678252	0.0171036500949333	0.630844364253804	0.0516178088300051	3.84596167240122	5.11473348292004
"H2-Ke6"	5.62680122523278	0.172403025127784	6.1565119013831	0.0707000921505153	0	6.15459535999104	0	0	0.646786614568962	0.146616124163098	5.46584716226646	6.19926794098063	5.22064338193153	4.57325332721532	5.94984071460661	0.0753121883225805	0	0	0	0	0.225928869211603	6.01346895961318	0.0723415529250723	0.163706104790465	0.0516655532876098	0.0519551876882143	5.04756892443829	4.11027971297561	0	0	0.0670861745140937	5.19076496853246	6.25634268897345	4.09712195030799	2.9420377507486
"Gm6252"	8.69656073317815	9.18848005226213	8.72444904975963	8.43267551573846	8.79568903516012	8.58049601311244	8.63575439127776	8.70600899391301	8.83355109790503	8.42684339421426	9.32483085068261	9.28397500218089	8.74818278424011	8.86019929798969	9.02079386228931	8.91782853743767	8.52136487844622	8.58351156227365	8.63575439127776	8.88852713282185	8.47915779072325	8.69537446790604	8.64362534009972	8.44928898656465	7.9659227767385	7.53276110885588	8.33005189792263	8.08346868990984	8.11375779082062	8.04463454849673	8.31760254857106	8.46596630444117	8.87326876365637	8.25683140201639	8.44690132768916
"Gm5921"	7.83608192353196	8.25380967430249	8.14984363460642	8.16980477184594	7.87822874727748	7.9216624482967	8.11780411327255	8.32209940475215	7.97734862162811	7.84579737497843	8.44969342303591	8.33029844770968	8.22417536615489	8.29713179225542	8.32580013708046	8.30043493231678	7.84908603066623	8.06899856096862	8.11780411327255	8.1105302896225	7.99106260482395	8.02106324901314	7.98884939452007	8.10670425875178	8.08612560717745	7.39234318496019	8.11811569813704	7.55469628241469	8.11509568511297	7.64277376253308	7.82196526586905	7.85339689429754	7.50473955282163	7.7385584417067	7.73942284454127
"Rpl10-ps2"	7.01090289217032	7.08154202350478	6.78829418814312	6.78992483126367	7.03029193158043	6.62441824093089	7.22941488124185	6.6293362181873	6.87565721255188	7.38368701458567	7.3650888386935	7.13218609412303	7.13936716680701	7.35138981527705	7.06602459072609	7.15729640225224	7.10835717809042	6.88550115403754	7.22941488124185	7.57166164278607	6.73169917351338	6.94088322073494	6.62203717273187	6.81827539243074	6.90119273573175	5.78749776463234	6.87325953417866	6.59088192086627	6.64734041565007	6.37852029326999	6.17896555747567	6.6792830350171	6.90526665004677	6.46680654856494	6.4760024928151
"Gm10709"	7.21090507797125	7.64389225669991	7.09509104405007	7.02185723059792	7.34449121340866	7.16346854164108	7.34671760193064	7.39356206895171	7.21339588923807	7.35249371479505	8.0607931887491	6.99697619060187	7.19479624487537	7.64599700274993	7.54686359977061	7.62927646812865	7.58938898472685	7.32686986885564	7.34671760193064	7.05119806287156	6.80878402783673	7.00897758213532	6.99625314843625	7.46266585737402	7.08025259457882	7.04855226378707	7.67948713702507	6.59160611956015	7.18751043926395	6.91009702624177	7.00817087488517	6.95742711931059	7.22294942594421	6.72268459807061	6.8988129772361
"4931440P22Rik"	3.28550875240869	0.335459245087213	0.205926699234901	0.247238500021238	0.346852529481588	0.276024921040387	0.360224916990986	0.264252968373149	0.260293086955321	0.314251033849629	0.534677206928718	0.262330920512878	0.328546977265463	0.416978061098558	0.369300079038454	0.43970397940128	0.403368080242781	0.300353365765988	0.360224916990986	0.297381610821179	0.235358221859469	0.282685323989302	2.57801847521132	0.341871920644401	0.282943844710541	0.238389452409218	0.32831258812315	0.234894896373583	0.342810721492896	0.216816153314021	3.33408338687538	0.442374530673846	0.312425866128628	0.21046118442389	0.281508350747612
"Gm10736"	9.89120650975556	9.72532876267609	9.77542098148441	9.41748757656635	9.70607290361586	9.5948620150366	10.1029205302006	10.0673402396502	9.95857591436072	9.69519870637251	11.2006350470375	9.44705015545719	9.86847534039277	10.1805929643442	10.1181754108851	10.1750879141706	9.79768259877349	9.75285394015195	10.1029205302006	9.88007784687957	9.78223654002414	9.62684976446904	9.4768130219519	9.70395546801638	9.30159679144642	9.46451716161392	9.75470047401719	9.19158979177756	9.95630645313807	9.169521691773	9.6329770270658	9.43228507363668	9.41851886920906	9.3738461072655	9.37367865862944
"Gm4149"	9.67501668197897	10.4442384380781	10.0052315437126	9.59864807064981	9.90914454780198	9.62063589228382	9.71562915419775	9.68193411153263	9.96901230751632	9.54425353239906	10.4408276506094	9.77724216235667	10.0732043434985	10.2253159061771	9.84225918986713	10.2001752375912	9.95427629630185	9.51731703622508	9.71562915419775	9.78714021028703	9.14082465935548	9.36057936535633	9.41611137194048	9.55618989163587	9.27922983574405	8.58759376958644	9.24582838440382	8.4800146324209	9.28900445554244	9.33893021429139	9.20628180173535	9.24331443704407	9.68246093354512	9.06506871504101	9.22012193328846
"Gm8137"	4.17870667486388	4.62780525341447	3.8786763027459	3.76495118550817	4.35783347862949	4.09147981694409	4.47481889396669	4.24906603385587	4.48945944393025	4.21826970295037	5.08695356488773	4.54848594676032	4.2227427475942	4.7517475618087	4.73813550603676	4.33075915873154	4.30980919259781	4.32892260984868	4.47481889396669	4.33318040154189	4.24842098260582	4.06988257814494	4.25266543245025	4.04344075133581	4.11071401817367	3.47183776242229	4.1837564486512	3.5668151540109	3.90943710808981	3.76680715130292	4.19803046798074	4.07631965218804	4.40772663401428	3.76219996691508	3.8862574817303
"Gm8264"	4.18358179111782	4.62599516222362	3.87814657817574	3.75315522854223	4.35051139108383	4.09340805643508	4.47840885006123	4.24538917570482	4.48791718982331	4.21879666388818	5.08935831518451	4.55731818022687	4.22890332612233	4.76592719089693	4.74415032914933	4.32422736030047	4.30650286329321	4.34378443735842	4.47840885006123	4.33328775903493	4.26147816117888	4.07250887536213	4.24583028544954	4.04540802133007	4.11286690866318	3.46832264394787	4.18904964332786	3.55737332689471	3.91578857281195	3.76809961359032	4.20022968667877	4.0906586873435	4.39281197630273	3.76770775963824	3.89097192094629
"Gm13653"	5.67740394049427	5.589922246599	5.43305291225779	5.29620408752999	5.86894598864236	5.07290755141941	5.09516068629561	5.14415244623459	5.2247966261871	5.35007993669853	5.94034296468505	5.75102714024262	5.66009290104755	5.56709514359878	5.8796273568124	5.67918730826659	5.73559799261136	5.1354281576016	5.09516068629561	5.79129314859221	5.30048618362504	5.19709478391513	5.19711444738529	5.29610127838414	4.86705629420391	4.49667964506986	5.05753691793276	5.00331888657609	5.17116278354688	5.04243859862846	5.06742790693389	4.94541106078359	5.37699530328542	4.92893402473259	4.84342112343906
"Gm5561"	6.0796810410041	6.57353964401223	5.92600890993974	5.91291328117716	6.17121883914967	6.04988121387416	6.20950600354178	6.26211740198927	6.10061398557422	6.1956743726884	6.93925008951577	5.89450009295748	6.07450543636363	6.52878226946835	6.46259224651986	6.51832583230715	6.49447481472452	6.21371665770184	6.20950600354178	5.9624634210947	5.7090203808363	5.92128874027713	5.92902163925378	6.44282077863766	5.95091393841829	5.93965678279776	6.53734421825356	5.48718404116642	6.11115027973077	5.77855553858251	5.89316559861501	5.87358191560939	6.09538647288165	5.58863369249895	5.79334709640209
"Rps2-ps6"	8.86727565042361	9.27323612594941	9.18989125728016	9.18005583946041	8.90868083074317	8.96396534273636	9.16816313679784	9.3702732808229	9.0118562004485	8.88405754173992	9.5118020602858	9.37350466543233	9.27483238214903	9.33978766286316	9.36846280895498	9.34599950136238	8.89242138533809	9.10357369601038	9.16816313679784	9.17099910874286	9.05014522415101	9.07203074750796	9.04938844691728	9.15333415437277	9.10794151113155	8.47012602570517	9.16241147095544	8.59687925177567	9.17371460841524	8.6891593577313	8.86912494899363	8.89478745427022	8.52407151376357	8.7918173263365	8.76462946297541
"Gm16409"	7.83655536776678	8.75393541009241	8.10491320322579	8.07648427348061	8.23965103332416	8.03374784667043	8.40043119215991	8.10900527499321	8.08396856397755	8.22527975067204	8.41204474998042	8.18240428586632	8.30138644538511	8.27587772987343	8.64312383619103	8.22709123162779	8.08697478832585	7.91281749900375	8.40043119215991	8.4574014009044	8.08038052331864	8.38230843629042	8.30703227611971	7.82975444232094	8.27092600262744	7.88340087649702	8.21798192427768	7.54653952868104	8.13810793552912	7.67347162359194	7.88122410921979	8.00435531758515	8.07950078405278	7.41049375191078	7.85725324557278
"Gm11531"	3.5350824858989	3.76329470931377	3.71436642418401	3.42063195926627	3.99321240803098	3.15795400284465	4.03833082033268	3.5616071932425	3.7477740717427	3.7036876719894	4.06633894887445	3.79722054492389	3.60048385792724	3.99872806446627	3.86388890647435	3.72901975034994	3.61496891710445	3.16737719780182	4.03833082033268	3.83920378809694	3.61991768949781	3.42030722536201	3.39232704071364	3.02540448432847	2.82902347685514	2.78018199379627	3.01245604235621	2.62421321687672	3.03553945681749	3.0699719164475	3.18815085267176	3.34350873635249	3.54533828763841	2.96581383075397	3.31846869597866
"SNORD50"	8.94597633545095	0	0	9.53352636154953	4.90941310537723	0	0	8.23471206862803	0	0	0	0	6.7582098872283	9.0864494164481	6.59178262529379	0	0	0	0	9.5461864398177	0	0	0	0	0	0	6.46235993875156	0	0	6.78596896677725	6.61821662730675	6.29471631278652	0	4.67162173508054	6.9553244290348
"CT009594.1"	9.2326487662564	9.49184307757933	9.85616871538986	9.6177686458044	9.62513347652759	9.35530263867834	9.91353720625003	9.65836324343095	9.01329196260908	9.50921087746827	9.69986391243955	9.79618565605324	9.2290927765163	9.53920534890713	9.71943673884279	9.14680030293084	9.38630010268748	9.56491542059076	9.91353720625003	9.49830871780073	9.95667381399312	9.60847291954023	9.86177551216716	9.95867450565042	8.88319312479345	9.14174442288852	9.39584256290091	8.65133876610593	8.99875119032351	8.95291010978074	9.23365322741704	9.02214029317862	9.56236455196523	8.92684450012342	8.62612880707192
"AC132082.1"	8.04439411935845	8.39874796658383	7.94528580433095	7.91703187962821	7.69382842460749	7.57441187823169	7.3941282421368	7.72674949105604	8.00009016562241	8.22632548397034	9.12407218696814	8.44612386647455	8.20669694118311	7.93642004615509	7.72094875768505	8.08319740914477	7.6086392429779	7.69418374333315	7.3941282421368	7.93119845326221	7.58049978177536	7.81539610547956	7.85390210841791	8.08248438904588	6.95318374167358	7.11286690866318	6.91719303692495	6.50829077855759	6.93499999231262	7.95373084981149	7.06753116463168	7.07431275589044	7.70818033711821	7.44937978829521	7.44848803290169
